,MP-ID,Cluster_ID,cluster_size,sublattice_element,dbcv_cluster,probabilities
558,mp-4035,-1,24875,O,0.846819876,0
559,mp-4047,-1,24875,F,0.846819876,0
560,mp-4048,-1,24875,Rh,0.846819876,0
561,mp-4049,-1,24875,U,0.846819876,0
562,mp-4050,100,295,Eu,0.554631053,1
563,mp-4052,-1,24875,Mn,0.846819876,0
564,mp-4057,-1,24875,F,0.846819876,0
565,mp-4066,-1,24875,O,0.846819876,0
566,mp-4068,-1,24875,S,0.846819876,0
567,mp-4077,-1,24875,C,0.846819876,0
568,mp-4086,22,72,O,0.463667308,1
569,mp-4090,100,295,Ce,0.554631053,1
570,mp-4091,-1,24875,Mo,0.846819876,0
571,mp-4092,-1,24875,O,0.846819876,0
572,mp-4093,-1,24875,Cu,0.846819876,0
573,mp-4096,107,493,Ce,0.439191259,0.000311734
574,mp-4100,12,59,Ir,0.751296399,0.000147932
575,mp-4103,-1,24875,O,0.846819876,0
576,mp-4107,68,43,Co,0.529865078,0.396822399
577,mp-4112,-1,24875,O,0.846819876,0
578,mp-4117,-1,24875,O,0.846819876,0
579,mp-4122,-1,24875,O,0.846819876,0
580,mp-4135,-1,24875,O,0.846819876,0
581,mp-4136,-1,24875,Ce,0.846819876,0
582,mp-4138,-1,24875,O,0.846819876,0
583,mp-4139,114,16,Nb,0.758831279,1
584,mp-4150,-1,24875,Mn,0.846819876,0
585,mp-4157,-1,24875,O,0.846819876,0
586,mp-4163,-1,24875,O,0.846819876,0
587,mp-4164,-1,24875,Co,0.846819876,0
588,mp-4169,71,14,U,0.208998609,1
589,mp-4180,-1,24875,O,0.846819876,0
590,mp-4185,-1,24875,F,0.846819876,0
591,mp-4190,-1,24875,O,0.846819876,0
592,mp-4194,116,113,Cr,0.996338069,1
593,mp-4199,63,282,S,0.212178071,0.131795135
594,mp-4202,-1,24875,O,0.846819876,0
595,mp-4206,-1,24875,U,0.846819876,0
596,mp-4207,100,295,U,0.554631053,0.245340992
597,mp-4214,-1,24875,Fe,0.846819876,0
598,mp-4219,-1,24875,Ce,0.846819876,0
599,mp-4223,-1,24875,O,0.846819876,0
600,mp-4236,-1,24875,O,0.846819876,0
601,mp-4238,-1,24875,Fe,0.846819876,0
602,mp-4240,105,153,Ce,0.720180477,1
603,mp-4242,-1,24875,U,0.846819876,0
604,mp-4252,-1,24875,S,0.846819876,0
605,mp-4264,-1,24875,O,0.846819876,0
606,mp-4266,-1,24875,F,0.846819876,0
607,mp-4271,-1,24875,Eu,0.846819876,0
608,mp-4274,-1,24875,O,0.846819876,0
609,mp-4279,-1,24875,O,0.846819876,0
610,mp-4287,-1,24875,O,0.846819876,0
611,mp-4297,100,295,U,0.554631053,1
612,mp-4298,68,43,Mn,0.529865078,1
613,mp-4307,1,28,Ir,0.286261728,1
614,mp-4309,-1,24875,S,0.846819876,0
615,mp-4320,-1,24875,Cu,0.846819876,0
616,mp-4325,-1,24875,O,0.846819876,0
617,mp-4338,116,113,Cr,0.996338069,1
618,mp-4350,-1,24875,O,0.846819876,0
619,mp-4351,-1,24875,S,0.846819876,0
620,mp-4360,-1,24875,F,0.846819876,0
621,mp-4361,-1,24875,S,0.846819876,0
622,mp-4374,92,37,U,0.66472661,0.687266395
623,mp-4376,-1,24875,F,0.846819876,0
624,mp-4377,-1,24875,F,0.846819876,0
625,mp-4383,11,51,Fe,0.616232202,0.797254002
626,mp-4393,-1,24875,Cs,0.846819876,0
627,mp-4394,22,72,O,0.463667308,0.870637192
628,mp-4396,-1,24875,O,0.846819876,0
629,mp-4408,22,72,O,0.463667308,0.639337368
630,mp-4409,116,113,Rh,0.996338069,1
631,mp-4417,-1,24875,O,0.846819876,0
632,mp-4421,-1,24875,O,0.846819876,0
633,mp-4423,22,72,O,0.463667308,0.437919681
634,mp-4428,-1,24875,O,0.846819876,0
635,mp-4429,-1,24875,O,0.846819876,0
636,mp-4433,100,295,Ce,0.554631053,1
637,mp-4434,156,146,O,0.423239754,0.974673958
638,mp-4438,156,146,O,0.423239754,0.873021187
639,mp-4449,-1,24875,O,0.846819876,0
640,mp-4450,92,37,U,0.66472661,0.987686771
641,mp-4454,-1,24875,Co,0.846819876,0
642,mp-4459,-1,24875,Fe,0.846819876,0
643,mp-4474,114,16,V,0.758831279,1
644,mp-4481,-1,24875,O,0.846819876,0
645,mp-4482,-1,24875,O,0.846819876,0
646,mp-4492,107,493,Co,0.439191259,0.855107553
647,mp-4502,9,38,Ni,0.860609254,0.840965524
648,mp-4527,-1,24875,O,0.846819876,0
649,mp-4529,119,22,O,0.587787588,1
650,mp-4534,-1,24875,O,0.846819876,0
651,mp-4537,100,295,Ce,0.554631053,1
652,mp-4544,129,27,Co,0.696855051,0.67011537
653,mp-4561,144,131,U,0.642687673,1
654,mp-4571,156,146,O,0.423239754,0.974397778
655,mp-4575,-1,24875,O,0.846819876,0
656,mp-4577,88,24,Ni,0.380060699,1
657,mp-4578,-1,24875,S,0.846819876,0
658,mp-4589,-1,24875,O,0.846819876,0
659,mp-4590,167,23,O,0.430510589,0.99263351
660,mp-4591,-1,24875,O,0.846819876,0
661,mp-4597,14,19,Pd,0.803867331,0.587705793
662,mp-4598,86,31,O,0.399491427,1
663,mp-4602,22,72,O,0.463667308,1
664,mp-4603,-1,24875,Co,0.846819876,0
665,mp-4604,-1,24875,N,0.846819876,0
666,mp-4606,133,63,U,0.150229623,1
667,mp-4608,-1,24875,F,0.846819876,0
668,mp-4618,119,22,O,0.587787588,1
669,mp-4627,-1,24875,Co,0.846819876,0
670,mp-4630,29,74,Ru,0.394894932,1
671,mp-4634,7,16,Ni,0.932380883,1
672,mp-4643,39,32,Cu,0.252835309,0.312903691
673,mp-4648,-1,24875,F,0.846819876,0
674,mp-4649,129,27,Pd,0.696855051,1
675,mp-4655,82,26,O,0.677413312,0.65976518
676,mp-4657,-1,24875,O,0.846819876,0
677,mp-4659,-1,24875,O,0.846819876,0
678,mp-4668,96,23,Co,0.798950272,1
679,mp-4669,-1,24875,O,0.846819876,0
680,mp-4672,-1,24875,S,0.846819876,0
681,mp-4674,-1,24875,F,0.846819876,0
682,mp-4676,-1,24875,Ru,0.846819876,0
683,mp-4690,63,282,O,0.212178071,0.090981314
684,mp-4693,-1,24875,F,0.846819876,0
685,mp-4697,116,113,Cr,0.996338069,1
686,mp-4710,-1,24875,O,0.846819876,0
687,mp-4731,140,34,U,0.760770022,1
688,mp-4733,-1,24875,O,0.846819876,0
689,mp-4735,50,14,Co,0.743952163,1
690,mp-4736,-1,24875,O,0.846819876,0
691,mp-4747,-1,24875,O,0.846819876,0
692,mp-4752,-1,24875,F,0.846819876,0
693,mp-4757,-1,24875,O,0.846819876,0
694,mp-4758,-1,24875,F,0.846819876,0
695,mp-4759,-1,24875,O,0.846819876,0
696,mp-4767,100,295,Ce,0.554631053,1
697,mp-4768,100,295,Eu,0.554631053,1
698,mp-4769,-1,24875,O,0.846819876,0
699,mp-4770,-1,24875,O,0.846819876,0
700,mp-4779,-1,24875,O,0.846819876,0
701,mp-4782,-1,24875,F,0.846819876,0
702,mp-4785,144,131,Ce,0.642687673,1
703,mp-4793,100,295,U,0.554631053,1
704,mp-4794,-1,24875,O,0.846819876,0
705,mp-4796,-1,24875,Gd,0.846819876,0
706,mp-4800,-1,24875,N,0.846819876,0
707,mp-4802,-1,24875,Re,0.846819876,0
708,mp-4807,-1,24875,Ag,0.846819876,0
709,mp-4816,-1,24875,S,0.846819876,0
710,mp-4817,133,63,Ce,0.150229623,0.978009626
711,mp-4818,-1,24875,S,0.846819876,0
712,mp-4825,-1,24875,N,0.846819876,0
713,mp-4829,-1,24875,F,0.846819876,0
714,mp-4841,64,24,Cu,0.238967486,0.972393414
715,mp-4843,-1,24875,O,0.846819876,0
716,mp-4851,-1,24875,O,0.846819876,0
717,mp-4855,84,26,O,0.445313043,0.952944416
718,mp-4867,-1,24875,O,0.846819876,0
719,mp-4870,-1,24875,Cu,0.846819876,0
720,mp-4871,-1,24875,O,0.846819876,0
721,mp-4873,76,19,Ce,0.423896194,1
722,mp-4875,-1,24875,O,0.846819876,0
723,mp-4876,-1,24875,Se,0.846819876,0
724,mp-4891,156,146,O,0.423239754,1
725,mp-4895,-1,24875,U,0.846819876,0
726,mp-4906,-1,24875,O,0.846819876,0
727,mp-4907,-1,24875,S,0.846819876,0
728,mp-4917,-1,24875,O,0.846819876,0
729,mp-4929,-1,24875,F,0.846819876,0
730,mp-4934,-1,24875,O,0.846819876,0
731,mp-4937,-1,24875,N,0.846819876,0
732,mp-4955,107,493,Co,0.439191259,0.793683518
733,mp-4967,-1,24875,O,0.846819876,0
734,mp-4971,-1,24875,Se,0.846819876,0
735,mp-4973,-1,24875,Ce,0.846819876,0
736,mp-4974,22,72,O,0.463667308,0.85186411
737,mp-4975,-1,24875,F,0.846819876,0
738,mp-4983,-1,24875,Co,0.846819876,0
739,mp-4989,69,95,Cr,0.480571194,0.240636299
740,mp-4995,-1,24875,O,0.846819876,0
741,mp-5013,119,22,F,0.587787588,0.935061908
742,mp-5015,69,95,U,0.480571194,0.490906645
743,mp-5024,-1,24875,O,0.846819876,0
744,mp-5026,-1,24875,O,0.846819876,0
745,mp-5029,-1,24875,Cu,0.846819876,0
746,mp-5032,62,68,Ru,0.357078252,0.249281897
747,mp-5033,-1,24875,F,0.846819876,0
748,mp-5036,-1,24875,S,0.846819876,0
749,mp-5038,-1,24875,S,0.846819876,0
750,mp-5039,-1,24875,O,0.846819876,0
751,mp-5040,-1,24875,O,0.846819876,0
752,mp-5046,-1,24875,O,0.846819876,0
753,mp-5050,116,113,Os,0.996338069,1
754,mp-5052,156,146,O,0.423239754,0.883619725
755,mp-5055,124,98,Mn,0.398490395,0.922000027
756,mp-5056,57,17,Mn,0.647960081,1
757,mp-5061,-1,24875,O,0.846819876,0
758,mp-5065,-1,24875,O,0.846819876,0
759,mp-5078,-1,24875,F,0.846819876,0
760,mp-5081,-1,24875,Cu,0.846819876,0
761,mp-5094,102,63,Co,0.303740293,0.242422607
762,mp-5104,-1,24875,F,0.846819876,0
763,mp-5114,-1,24875,S,0.846819876,0
764,mp-5116,-1,24875,O,0.846819876,0
765,mp-5121,-1,24875,O,0.846819876,0
766,mp-5131,-1,24875,Co,0.846819876,0
767,mp-5141,-1,24875,O,0.846819876,0
768,mp-5142,102,63,Ir,0.303740293,0.352538736
769,mp-5146,116,113,Rh,0.996338069,0.919669663
770,mp-5151,-1,24875,S,0.846819876,0
771,mp-5152,-1,24875,O,0.846819876,0
772,mp-5156,-1,24875,O,0.846819876,0
773,mp-5158,-1,24875,O,0.846819876,0
774,mp-5173,100,295,Ce,0.554631053,1
775,mp-5178,116,113,V,0.996338069,0.994314551
776,mp-5182,-1,24875,Fe,0.846819876,0
777,mp-5189,-1,24875,O,0.846819876,0
778,mp-5207,-1,24875,O,0.846819876,0
779,mp-5214,-1,24875,O,0.846819876,0
780,mp-5223,156,146,O,0.423239754,0.942632572
781,mp-5226,-1,24875,O,0.846819876,0
782,mp-5241,-1,24875,S,0.846819876,0
783,mp-5251,-1,24875,N,0.846819876,0
784,mp-5259,-1,24875,F,0.846819876,0
785,mp-5268,76,19,U,0.423896194,1
786,mp-5279,-1,24875,O,0.846819876,0
787,mp-5284,100,295,U,0.554631053,0.59774449
788,mp-5285,-1,24875,O,0.846819876,0
789,mp-5299,-1,24875,Ru,0.846819876,0
790,mp-5302,116,113,Gd,0.996338069,1
791,mp-5306,106,72,Nb,0.754067142,0.28990197
792,mp-5308,-1,24875,O,0.846819876,0
793,mp-5309,-1,24875,F,0.846819876,0
794,mp-5318,177,111,Co,0.846819876,1
795,mp-5321,-1,24875,Co,0.846819876,0
796,mp-5322,136,37,Ir,0.729339315,1
797,mp-5323,107,493,Ce,0.439191259,0.805487585
798,mp-5335,-1,24875,U,0.846819876,0
799,mp-5338,-1,24875,O,0.846819876,0
800,mp-5363,-1,24875,O,0.846819876,0
801,mp-5368,-1,24875,F,0.846819876,0
802,mp-5372,-1,24875,Fe,0.846819876,0
803,mp-5381,-1,24875,U,0.846819876,0
804,mp-5382,9,38,Ni,0.860609254,0.944284191
805,mp-5391,-1,24875,O,0.846819876,0
806,mp-5392,-1,24875,O,0.846819876,0
807,mp-5401,-1,24875,O,0.846819876,0
808,mp-5403,-1,24875,O,0.846819876,0
809,mp-5409,-1,24875,O,0.846819876,0
810,mp-5416,-1,24875,O,0.846819876,0
811,mp-5433,136,37,Ru,0.729339315,1
812,mp-5434,-1,24875,Fe,0.846819876,0
813,mp-5436,107,493,Co,0.439191259,0.817323682
814,mp-5439,-1,24875,Ru,0.846819876,0
815,mp-5440,-1,24875,O,0.846819876,0
816,mp-5444,75,67,O,0.5187034,0.840798322
817,mp-5447,136,37,Os,0.729339315,1
818,mp-5448,153,15,O,0.699833143,1
819,mp-5449,-1,24875,O,0.846819876,0
820,mp-5450,-1,24875,F,0.846819876,0
821,mp-5452,100,295,Ce,0.554631053,1
822,mp-5455,-1,24875,O,0.846819876,0
823,mp-5457,3,16,Co,0.748826836,1
824,mp-5461,63,282,O,0.212178071,0.097452658
825,mp-5472,22,72,O,0.463667308,0.383516055
826,mp-5476,-1,24875,F,0.846819876,0
827,mp-5477,-1,24875,O,0.846819876,0
828,mp-5478,149,142,Pd,0.353649831,0.750018421
829,mp-5481,124,98,Co,0.398490395,0.908580757
830,mp-5487,-1,24875,O,0.846819876,0
831,mp-5492,-1,24875,O,0.846819876,0
832,mp-5505,76,19,U,0.423896194,0.989760498
833,mp-5510,100,295,U,0.554631053,1
834,mp-5516,-1,24875,O,0.846819876,0
835,mp-5525,-1,24875,O,0.846819876,0
836,mp-5529,107,493,Fe,0.439191259,0.84404472
837,mp-5537,-1,24875,Ag,0.846819876,0
838,mp-5544,-1,24875,Cr,0.846819876,0
839,mp-5547,-1,24875,O,0.846819876,0
840,mp-5548,22,72,O,0.463667308,0.37264093
841,mp-5556,100,295,U,0.554631053,0.996881455
842,mp-5558,-1,24875,O,0.846819876,0
843,mp-5568,3,16,Co,0.748826836,1
844,mp-5572,-1,24875,O,0.846819876,0
845,mp-5575,-1,24875,O,0.846819876,0
846,mp-5577,100,295,Ce,0.554631053,0.997706008
847,mp-5584,114,16,Mo,0.758831279,1
848,mp-5586,-1,24875,O,0.846819876,0
849,mp-5587,-1,24875,S,0.846819876,0
850,mp-5588,-1,24875,F,0.846819876,0
851,mp-5599,-1,24875,U,0.846819876,0
852,mp-5602,116,113,Cr,0.996338069,1
853,mp-5603,-1,24875,Co,0.846819876,0
854,mp-5605,100,295,Ce,0.554631053,1
855,mp-5611,-1,24875,O,0.846819876,0
856,mp-5616,-1,24875,O,0.846819876,0
857,mp-5626,-1,24875,Te,0.846819876,0
858,mp-5639,-1,24875,O,0.846819876,0
859,mp-5641,68,43,Mn,0.529865078,0.63469455
860,mp-5652,-1,24875,O,0.846819876,0
861,mp-5662,11,51,Fe,0.616232202,1
862,mp-5683,100,295,U,0.554631053,0.496870575
863,mp-5684,-1,24875,Ce,0.846819876,0
864,mp-5690,156,146,O,0.423239754,0.966975356
865,mp-5704,-1,24875,S,0.846819876,0
866,mp-5706,-1,24875,Se,0.846819876,0
867,mp-5711,-1,24875,Co,0.846819876,0
868,mp-5724,-1,24875,O,0.846819876,0
869,mp-5730,-1,24875,O,0.846819876,0
870,mp-5732,-1,24875,O,0.846819876,0
871,mp-5734,100,295,Ce,0.554631053,1
872,mp-5735,-1,24875,O,0.846819876,0
873,mp-5739,-1,24875,U,0.846819876,0
874,mp-5749,-1,24875,Cr,0.846819876,0
875,mp-5757,140,34,Ce,0.760770022,1
876,mp-5759,-1,24875,Fe,0.846819876,0
877,mp-5766,-1,24875,Ce,0.846819876,0
878,mp-5769,-1,24875,O,0.846819876,0
879,mp-5773,-1,24875,Ru,0.846819876,0
880,mp-5779,136,37,Ru,0.729339315,1
881,mp-5786,100,295,U,0.554631053,0.758044583
882,mp-5788,-1,24875,U,0.846819876,0
883,mp-5794,167,23,O,0.430510589,1
884,mp-5800,75,67,O,0.5187034,1
885,mp-5807,-1,24875,Mn,0.846819876,0
886,mp-5816,-1,24875,U,0.846819876,0
887,mp-5820,100,295,Ce,0.554631053,0.999394445
888,mp-5824,-1,24875,O,0.846819876,0
889,mp-5830,-1,24875,S,0.846819876,0
890,mp-5838,-1,24875,S,0.846819876,0
891,mp-5843,-1,24875,Ce,0.846819876,0
892,mp-5858,-1,24875,Pt,0.846819876,0
893,mp-5859,-1,24875,O,0.846819876,0
894,mp-5861,-1,24875,Fe,0.846819876,0
895,mp-5864,29,74,Fe,0.394894932,0.418335715
896,mp-5867,-1,24875,Nb,0.846819876,0
897,mp-5887,-1,24875,Eu,0.846819876,0
898,mp-5889,22,72,O,0.463667308,1
899,mp-5900,-1,24875,F,0.846819876,0
900,mp-5901,79,25,Ce,0.668271389,0.95824581
901,mp-5908,92,37,Ce,0.66472661,0.685100477
902,mp-5909,84,26,O,0.445313043,1
903,mp-5913,-1,24875,O,0.846819876,0
904,mp-5914,-1,24875,N,0.846819876,0
905,mp-5915,-1,24875,O,0.846819876,0
906,mp-5924,-1,24875,O,0.846819876,0
907,mp-5926,156,146,F,0.423239754,0.971643186
908,mp-5927,-1,24875,Mn,0.846819876,0
909,mp-5950,117,37,Os,0.310983322,1
910,mp-5951,-1,24875,Ni,0.846819876,0
911,mp-5955,-1,24875,F,0.846819876,0
912,mp-5957,-1,24875,Eu,0.846819876,0
913,mp-5960,-1,24875,O,0.846819876,0
914,mp-5965,75,67,O,0.5187034,0.863379915
915,mp-5972,-1,24875,Pd,0.846819876,0
916,mp-5974,-1,24875,O,0.846819876,0
917,mp-5981,-1,24875,Ce,0.846819876,0
918,mp-5990,-1,24875,O,0.846819876,0
919,mp-5996,-1,24875,O,0.846819876,0
920,mp-6008,75,67,O,0.5187034,0.872143415
921,mp-6013,27,15,Cu,0.572604745,0.967420472
922,mp-6017,-1,24875,O,0.846819876,0
923,mp-6018,63,282,Ru,0.212178071,0.783846189
924,mp-6019,156,146,O,0.423239754,0.751984443
925,mp-6026,-1,24875,O,0.846819876,0
926,mp-6030,-1,24875,O,0.846819876,0
927,mp-6031,-1,24875,N,0.846819876,0
928,mp-6032,-1,24875,O,0.846819876,0
929,mp-6036,107,493,Ru,0.439191259,0.891119182
930,mp-6040,-1,24875,O,0.846819876,0
931,mp-6044,-1,24875,O,0.846819876,0
932,mp-6046,-1,24875,O,0.846819876,0
933,mp-6049,19,35,Ru,0.31065457,0.64535499
934,mp-6051,-1,24875,C,0.846819876,0
935,mp-6054,-1,24875,O,0.846819876,0
936,mp-6057,-1,24875,S,0.846819876,0
937,mp-6058,150,40,F,0.44833703,1
938,mp-6059,-1,24875,F,0.846819876,0
939,mp-6062,-1,24875,O,0.846819876,0
940,mp-6066,-1,24875,O,0.846819876,0
941,mp-6068,-1,24875,Ru,0.846819876,0
942,mp-6073,75,67,O,0.5187034,0.846046076
943,mp-6075,-1,24875,O,0.846819876,0
944,mp-6076,-1,24875,O,0.846819876,0
945,mp-6077,63,282,Ru,0.212178071,1
946,mp-6078,-1,24875,O,0.846819876,0
947,mp-6080,93,23,Co,0.888668188,1
948,mp-6081,-1,24875,O,0.846819876,0
949,mp-6089,-1,24875,O,0.846819876,0
950,mp-6091,-1,24875,O,0.846819876,0
951,mp-6094,-1,24875,O,0.846819876,0
952,mp-6097,-1,24875,O,0.846819876,0
953,mp-6099,-1,24875,O,0.846819876,0
954,mp-6101,-1,24875,O,0.846819876,0
955,mp-6105,-1,24875,Ta,0.846819876,0
956,mp-6109,-1,24875,O,0.846819876,0
957,mp-6112,-1,24875,Sb,0.846819876,0
958,mp-6113,-1,24875,O,0.846819876,0
959,mp-6115,-1,24875,O,0.846819876,0
960,mp-6121,67,14,O,0.701647776,1
961,mp-6122,-1,24875,O,0.846819876,0
962,mp-6124,-1,24875,O,0.846819876,0
963,mp-6125,-1,24875,O,0.846819876,0
964,mp-6127,-1,24875,Ba,0.846819876,0
965,mp-6134,-1,24875,F,0.846819876,0
966,mp-6137,-1,24875,N,0.846819876,0
967,mp-6146,-1,24875,O,0.846819876,0
968,mp-6150,-1,24875,O,0.846819876,0
969,mp-6152,-1,24875,Ir,0.846819876,0
970,mp-6160,-1,24875,O,0.846819876,0
971,mp-6163,-1,24875,F,0.846819876,0
972,mp-6164,-1,24875,N,0.846819876,0
973,mp-6167,-1,24875,O,0.846819876,0
974,mp-6169,-1,24875,O,0.846819876,0
975,mp-6172,-1,24875,Fe,0.846819876,0
976,mp-6174,-1,24875,O,0.846819876,0
977,mp-6175,-1,24875,O,0.846819876,0
978,mp-6179,-1,24875,O,0.846819876,0
979,mp-6181,27,15,Cu,0.572604745,1
980,mp-6185,-1,24875,Co,0.846819876,0
981,mp-6186,-1,24875,Co,0.846819876,0
982,mp-6191,100,295,Ce,0.554631053,0.426219725
983,mp-6194,-1,24875,O,0.846819876,0
984,mp-6198,-1,24875,O,0.846819876,0
985,mp-6203,-1,24875,Cu,0.846819876,0
986,mp-6204,-1,24875,F,0.846819876,0
987,mp-6208,-1,24875,O,0.846819876,0
988,mp-6213,75,67,O,0.5187034,0.643584598
989,mp-6217,-1,24875,O,0.846819876,0
990,mp-6224,-1,24875,O,0.846819876,0
991,mp-6226,-1,24875,O,0.846819876,0
992,mp-6227,-1,24875,O,0.846819876,0
993,mp-6233,12,59,Ru,0.751296399,0.000181976
994,mp-6238,-1,24875,O,0.846819876,0
995,mp-6246,-1,24875,O,0.846819876,0
996,mp-6247,75,67,F,0.5187034,0.617167557
997,mp-6249,-1,24875,O,0.846819876,0
998,mp-6250,67,14,O,0.701647776,1
999,mp-6252,-1,24875,O,0.846819876,0
1000,mp-6255,75,67,O,0.5187034,0.818010473
1001,mp-6257,-1,24875,O,0.846819876,0
1002,mp-6258,94,54,Ce,0.793606147,0.207631819
1003,mp-6268,-1,24875,O,0.846819876,0
1004,mp-6270,-1,24875,O,0.846819876,0
1005,mp-6274,75,67,O,0.5187034,0.833443239
1006,mp-6276,-1,24875,O,0.846819876,0
1007,mp-6281,12,59,Ru,0.751296399,0.000379878
1008,mp-6289,-1,24875,O,0.846819876,0
1009,mp-6290,-1,24875,O,0.846819876,0
1010,mp-6294,-1,24875,Ru,0.846819876,0
1011,mp-6296,-1,24875,Se,0.846819876,0
1012,mp-6297,41,37,Cu,0.367532461,0.926313907
1013,mp-6299,-1,24875,O,0.846819876,0
1014,mp-6300,-1,24875,Se,0.846819876,0
1015,mp-6301,63,282,Ru,0.212178071,1
1016,mp-6305,-1,24875,O,0.846819876,0
1017,mp-6310,-1,24875,O,0.846819876,0
1018,mp-6316,21,15,S,0.588228661,1
1019,mp-6318,-1,24875,O,0.846819876,0
1020,mp-6319,-1,24875,F,0.846819876,0
1021,mp-6326,-1,24875,O,0.846819876,0
1022,mp-6327,-1,24875,O,0.846819876,0
1023,mp-6330,-1,24875,O,0.846819876,0
1024,mp-6331,-1,24875,O,0.846819876,0
1025,mp-6333,-1,24875,O,0.846819876,0
1026,mp-6340,-1,24875,O,0.846819876,0
1027,mp-6342,13,17,Ru,0.749272229,1
1028,mp-6345,63,282,Ru,0.212178071,1
1029,mp-6358,-1,24875,O,0.846819876,0
1030,mp-6361,86,31,O,0.399491427,1
1031,mp-6368,-1,24875,O,0.846819876,0
1032,mp-6388,-1,24875,O,0.846819876,0
1033,mp-6389,-1,24875,Ru,0.846819876,0
1034,mp-6391,-1,24875,O,0.846819876,0
1035,mp-6394,-1,24875,O,0.846819876,0
1036,mp-6397,-1,24875,O,0.846819876,0
1037,mp-6404,-1,24875,N,0.846819876,0
1038,mp-6414,75,67,O,0.5187034,0.792721837
1039,mp-6416,-1,24875,O,0.846819876,0
1040,mp-6419,-1,24875,O,0.846819876,0
1041,mp-6424,103,35,C,0.734241603,0.550606293
1042,mp-6425,-1,24875,O,0.846819876,0
1043,mp-6426,-1,24875,O,0.846819876,0
1044,mp-6434,-1,24875,O,0.846819876,0
1045,mp-6441,-1,24875,O,0.846819876,0
1046,mp-6442,-1,24875,O,0.846819876,0
1047,mp-6443,63,282,Ru,0.212178071,0.416202048
1048,mp-6446,-1,24875,O,0.846819876,0
1049,mp-6449,-1,24875,Cu,0.846819876,0
1050,mp-6453,-1,24875,O,0.846819876,0
1051,mp-6455,-1,24875,O,0.846819876,0
1052,mp-6456,-1,24875,O,0.846819876,0
1053,mp-6462,-1,24875,S,0.846819876,0
1054,mp-6465,41,37,Ti,0.367532461,1
1055,mp-6467,81,47,Cu,0.579836121,0.453472516
1056,mp-6468,31,43,O,0.538096323,0.828892024
1057,mp-6473,-1,24875,O,0.846819876,0
1058,mp-6475,-1,24875,O,0.846819876,0
1059,mp-6479,-1,24875,O,0.846819876,0
1060,mp-6480,75,67,O,0.5187034,0.842026087
1061,mp-6481,-1,24875,O,0.846819876,0
1062,mp-6485,111,29,Se,0.462957528,0.918256861
1063,mp-6486,-1,24875,O,0.846819876,0
1064,mp-6488,-1,24875,O,0.846819876,0
1065,mp-6491,-1,24875,O,0.846819876,0
1066,mp-6493,-1,24875,O,0.846819876,0
1067,mp-6495,67,14,O,0.701647776,1
1068,mp-6496,29,74,Cu,0.394894932,0.210309958
1069,mp-6500,-1,24875,F,0.846819876,0
1070,mp-6501,67,14,O,0.701647776,1
1071,mp-6507,-1,24875,O,0.846819876,0
1072,mp-6509,-1,24875,O,0.846819876,0
1073,mp-6511,-1,24875,S,0.846819876,0
1074,mp-6520,63,282,Ru,0.212178071,0.505718892
1075,mp-6524,-1,24875,O,0.846819876,0
1076,mp-6525,-1,24875,O,0.846819876,0
1077,mp-6526,-1,24875,O,0.846819876,0
1078,mp-6527,75,67,F,0.5187034,1
1079,mp-6528,-1,24875,F,0.846819876,0
1080,mp-6531,-1,24875,O,0.846819876,0
1081,mp-6535,-1,24875,O,0.846819876,0
1082,mp-6537,41,37,Cu,0.367532461,0.984755329
1083,mp-6539,-1,24875,O,0.846819876,0
1084,mp-6543,-1,24875,V,0.846819876,0
1085,mp-6551,75,67,O,0.5187034,0.583197551
1086,mp-6553,-1,24875,O,0.846819876,0
1087,mp-6557,-1,24875,O,0.846819876,0
1088,mp-6563,-1,24875,Fe,0.846819876,0
1089,mp-6564,-1,24875,O,0.846819876,0
1090,mp-6565,-1,24875,O,0.846819876,0
1091,mp-6566,-1,24875,O,0.846819876,0
1092,mp-6573,68,43,Ag,0.529865078,0.290677694
1093,mp-6575,-1,24875,O,0.846819876,0
1094,mp-6578,-1,24875,O,0.846819876,0
1095,mp-6585,-1,24875,O,0.846819876,0
1096,mp-6586,-1,24875,F,0.846819876,0
1097,mp-6591,-1,24875,F,0.846819876,0
1098,mp-6592,-1,24875,Pt,0.846819876,0
1099,mp-6596,-1,24875,O,0.846819876,0
1100,mp-6600,-1,24875,O,0.846819876,0
1101,mp-6610,-1,24875,Cu,0.846819876,0
1102,mp-6615,109,77,Se,0.30949115,0.609621038
1103,mp-6622,-1,24875,O,0.846819876,0
1104,mp-6623,-1,24875,O,0.846819876,0
1105,mp-6637,-1,24875,Mn,0.846819876,0
1106,mp-6641,63,282,Ru,0.212178071,0.196822295
1107,mp-6643,67,14,O,0.701647776,1
1108,mp-6645,-1,24875,Ba,0.846819876,0
1109,mp-6648,-1,24875,O,0.846819876,0
1110,mp-6651,-1,24875,O,0.846819876,0
1111,mp-6652,-1,24875,O,0.846819876,0
1112,mp-6655,-1,24875,O,0.846819876,0
1113,mp-6661,-1,24875,O,0.846819876,0
1114,mp-6663,-1,24875,O,0.846819876,0
1115,mp-6668,-1,24875,O,0.846819876,0
1116,mp-6669,-1,24875,O,0.846819876,0
1117,mp-6671,21,15,S,0.588228661,1
1118,mp-6672,75,67,O,0.5187034,0.755100875
1119,mp-6675,-1,24875,O,0.846819876,0
